item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDC17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01546073,12.15,211.8928,4
Low Fat,FDG40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03982435,13.65,32.8558,4
Low Fat,FDG29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05629192,17.60,42.5454,4
Low Fat,FDD05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01661148,19.35,122.0098,4
Low Fat,FDO32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12054361,6.36,45.8060,4
Low Fat,DRH59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05843345,10.80,74.7380,4
Low Fat,NCM17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07113587,7.93,42.7086,4
Low Fat,NCP29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11227101,8.42,63.2168,4
Low Fat,NCN41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05220930,17.00,122.3730,4
Low Fat,NCP17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02771437,19.35,65.6168,4
Low Fat,NCA05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02513063,20.75,150.0734,4
Low Fat,NCB31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11867436,6.24,261.6910,4
Low Fat,NCE07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01313003,8.18,142.6154,4
Low Fat,NCD19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01317939,8.93,55.1614,4
Low Fat,NCP18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02859825,12.15,150.4708,4
Low Fat,NCG06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02944536,16.35,257.6646,4
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.17579341,5.66,146.9102,4
Low Fat,DRF60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,10.80,238.1564,4
Low Fat,DRF13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02990268,12.10,144.3444,4
Low Fat,DRL37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05358959,15.50,44.1770,4
Regular,FDO48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02695010,15.00,220.9456,4
Regular,FDQ47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16887150,7.16,34.3874,4
Regular,FDY35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01609297,17.60,45.8402,4
Regular,FDM25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06091287,10.70,173.8712,4
Regular,FDJ38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04036932,8.60,189.7530,4
Regular,FDU37,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10493393,9.50,78.7960,4
Regular,FDJ26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08511049,15.30,215.7218,4
Regular,FDI02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11503178,15.70,114.1202,4
Regular,FDQ26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06814889,13.50,58.6562,4
Regular,FDB40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00757060,17.50,144.6102,4
Regular,FDG41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07687399,8.84,109.9228,4
Regular,FDR55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13262159,12.15,190.1872,4
Regular,FDY44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02450397,14.15,195.1110,4
Regular,FDH45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10609728,15.10,43.2796,4
Regular,FDZ07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,15.10,63.7194,4
Regular,FDD56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10420162,15.20,176.5054,4
Regular,FDQ32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04679836,17.85,123.8388,4
Regular,FDY03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07643192,17.60,113.2202,4
Regular,FDL03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02719092,19.25,194.8110,4
Regular,FDJ57,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02166153,7.42,187.7582,4
Regular,FDI21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05683339,5.59,61.9168,4
Regular,FDL58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07445113,5.78,264.5568,4
Regular,FDU10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04587815,10.10,38.5848,4
Regular,FDR34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01603034,17.00,228.0352,4
Low Fat,NCM53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05214646,18.75,104.6280,4
Low Fat,FDA39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00000000,6.32,40.2822,4
Regular,FDC60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.11511991,5.43,88.3514,4
Low Fat,FDT25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05103805,7.50,121.7072,4
Low Fat,FDF05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02702288,17.50,262.4910,4
Regular,FDJ34,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09357779,11.80,125.9704,4
Low Fat,FDN01,Breakfast,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07254560,8.90,176.2370,4
Regular,FDY03,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07655241,17.60,110.5202,4
Regular,FDR24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06279938,17.35,88.1830,4
Regular,FDH40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07892957,11.60,79.9276,4
Low Fat,FDX60,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08075758,14.35,81.8960,4
Low Fat,FDT22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11227150,10.40,58.2220,4
Regular,FDF45,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01219456,18.20,57.7904,4
Regular,FDW07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14268885,18.00,88.5514,4
Low Fat,NCF18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08916306,18.35,191.3504,4
Regular,FDM60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04814329,10.80,40.2138,4
Low Fat,FDR04,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.03777249,7.08,98.0068,4
Low Fat,FDV39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00730954,11.30,196.2426,4
Regular,FDB29,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05251797,16.70,115.4176,4
Low Fat,FDH16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05285262,10.50,88.7830,4
Low Fat,NCO30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01575678,19.50,185.0608,4
Low Fat,DRL23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01533535,18.35,106.6938,4
Low Fat,NCI29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03275443,8.60,140.5154,4
Regular,FDN16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06264811,12.60,104.8990,4
Regular,FDJ21,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03860637,16.70,146.5102,4
Regular,FDC22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,6.89,193.4820,4
Regular,FDN46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14485634,7.21,100.5332,4
Regular,FDS21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02090861,19.85,63.5194,4
Regular,DRL01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07729230,19.50,235.3958,4
Regular,FDG35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,21.20,173.6738,4
Low Fat,FDW13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09828346,8.50,51.3324,4
Low Fat,FDX02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05706009,16.00,225.0404,4
Low Fat,NCO54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01427429,19.50,55.6614,4
Low Fat,FDY48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02373487,14.00,103.2332,4
Low Fat,FDN24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11326743,14.10,54.5956,4
Low Fat,FDO60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03436953,20.00,43.7086,4
Low Fat,FDG60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06069973,20.35,233.3616,4
Low Fat,FDQ37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08926067,20.75,193.4478,4
Low Fat,FDW25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03739895,5.18,84.2224,4
Low Fat,FDB16,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04492578,8.21,86.0198,4
Low Fat,FDX14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07494003,13.10,75.0354,4
Low Fat,DRF15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03321399,18.35,154.9340,4
Low Fat,DRH39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,20.70,78.4670,4
Low Fat,FDJ28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02186099,12.30,193.3162,4
Low Fat,FDF04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01363705,17.50,258.5304,4
Low Fat,FDP16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03929485,18.60,246.6802,4
Low Fat,FDT31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01244829,19.75,188.2872,4
Low Fat,DRM47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04378569,9.30,191.6846,4
Low Fat,NCY41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07573562,16.75,34.5532,4
Low Fat,NCX42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00597860,6.36,163.6526,4
Low Fat,NCY54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17769485,8.43,171.1422,4
Low Fat,NCF07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03202254,9.00,101.8016,4
Low Fat,NCD07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,9.10,114.4518,4
Low Fat,NCF31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05184743,9.13,152.8024,4
Low Fat,NCQ06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04182452,13.00,256.7014,4
Low Fat,NCI54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03359904,15.20,107.7912,4
Low Fat,NCA30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,19.00,189.1872,4
Low Fat,FDK52,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.13259610,18.25,226.2062,4
Low Fat,FDH57,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.05983402,10.90,133.5284,4
Low Fat,NCM43,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01947169,14.50,164.8210,4
Low Fat,FDO24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.17657304,11.10,157.4604,4
Regular,FDF24,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.04246496,15.50,81.5934,4
Low Fat,FDY25,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03394616,12.00,179.3976,4
Regular,FDW04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05782710,8.99,128.8310,4
Low Fat,DRI01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03445295,7.97,174.0422,4
Regular,FDO51,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04194755,6.79,41.2112,4
Low Fat,FDW49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08288850,19.50,178.6002,4
Regular,FDL52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04635091,6.64,37.4506,4
Regular,FDN58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05696081,13.80,230.0984,4
Low Fat,NCX41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01771928,19.00,211.0244,4
Low Fat,FDN01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07251134,8.90,177.4370,4
Low Fat,FDH38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01045446,6.43,115.6808,4
Low Fat,FDG50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01529554,7.41,89.7146,4
Low Fat,FDU13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18785023,8.36,146.5418,4
Regular,FDV11,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00000000,9.10,173.2054,4
Low Fat,NCU06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07452275,17.60,228.8010,4
Low Fat,FDU39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03603795,18.85,58.4562,4
Low Fat,DRD49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16783106,9.90,237.4564,4
Low Fat,FDC48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01585929,9.20,84.5592,4
Low Fat,FDW59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02071591,13.15,83.5566,4
Low Fat,FDN13,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15205828,18.60,99.9358,4
Low Fat,FDT13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01857164,14.85,187.3214,4
Low Fat,FDA49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06492176,19.70,88.1198,4
Low Fat,FDC02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06882248,21.35,258.3278,4
Low Fat,FDK51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00523514,19.85,265.8884,4
Low Fat,FDK40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02184940,7.04,262.0910,4
Low Fat,FDC53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00883569,8.68,96.5384,4
Low Fat,FDI28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02632170,14.30,77.6302,4
Low Fat,FDJ04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12445205,18.00,118.5124,4
Low Fat,FDD16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03635310,20.50,75.8696,4
Low Fat,FDP32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08766949,6.65,127.2678,4
Low Fat,DRM11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06606958,6.57,261.0278,4
Low Fat,DRO35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03457036,13.85,117.4492,4
Low Fat,NCX29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08915253,10.00,147.7102,4
Low Fat,NCZ17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07943164,12.15,38.6506,4
Low Fat,NCJ05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04608827,18.70,153.6682,4
Low Fat,NCV17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01610755,18.85,129.7626,4
Low Fat,NCA29,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02727641,10.50,171.3106,4
Low Fat,NCZ54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08335939,14.65,161.9552,4
Low Fat,NCC18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17727002,19.10,174.0422,4
Low Fat,NCZ06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09416166,19.60,251.9698,4
Low Fat,NCE42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01060229,21.10,235.3958,4
Low Fat,FDQ39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08104214,14.80,192.4846,4
Low Fat,NCM55,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06672613,15.60,185.8924,4
Low Fat,FDI22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09621243,12.60,207.2612,4
Regular,FDQ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,16.00,48.1718,4
Regular,FDQ36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16151689,7.86,37.0848,4
Low Fat,FDS01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01781729,11.60,177.0686,4
Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04282359,18.85,254.4330,4
Low Fat,FDQ14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06203899,9.27,148.0050,4
Low Fat,FDV50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12307051,14.30,121.1730,4
Low Fat,DRF51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16651378,15.75,38.0506,4
Low Fat,FDB52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03055958,17.75,257.4672,4
Low Fat,FDX28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12568804,6.33,100.9042,4
Low Fat,FDK40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02193840,7.04,264.6910,4
Low Fat,FDU40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03755634,20.85,195.3478,4
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03308222,19.35,172.5738,4
Low Fat,FDV25,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00000000,5.91,222.5456,4
Low Fat,FDD58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05935224,7.76,101.8700,4
Low Fat,FDV45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04523094,16.75,187.9556,4
Low Fat,FDL40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01161096,17.70,95.0410,4
Low Fat,FDX44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04320958,9.30,90.8172,4
Low Fat,FDD02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,16.60,118.8124,4
Low Fat,FDJ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05779234,10.70,61.4536,4
Low Fat,NCG30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11232122,20.20,123.6046,4
Low Fat,FDK45,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03385819,11.65,113.3860,4
Low Fat,FDN60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09515808,15.10,159.2604,4
Low Fat,FDG50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01527179,7.41,89.9146,4
Low Fat,FDU13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18755863,8.36,148.0418,4
Low Fat,FDP25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02120752,15.20,219.4824,4
Low Fat,DRE15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,13.35,77.6012,4
Low Fat,FDC44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17259689,15.60,114.8518,4
Low Fat,NCP05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02528658,19.60,151.8024,4
Low Fat,NCY53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05848134,20.00,113.3544,4
Low Fat,NCC43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09278290,7.39,252.6066,4
Low Fat,NCE18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02142534,10.00,250.1750,4
Low Fat,NCS18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04221112,12.65,108.6938,4
Low Fat,FDL46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05405693,20.35,116.8466,4
Low Fat,DRD60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03723211,15.70,183.1634,4
Low Fat,FDH12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08543420,9.60,105.0280,4
Low Fat,NCW54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09680601,7.50,56.2588,4
Low Fat,NCE18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02151262,10.00,247.7750,4
Low Fat,NCK54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,12.15,118.5150,4
Low Fat,FDP27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11993723,8.16,189.1530,4
Low Fat,FDQ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01536417,7.32,154.3340,4
Low Fat,DRK13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11563672,11.80,199.7084,4
Low Fat,DRM37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09679050,15.35,197.2768,4
Low Fat,FDC11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14237045,20.50,90.6172,4
Regular,FDY12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14118383,9.80,50.5008,4
Regular,FDU12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07605965,15.50,265.1568,4
Regular,FDE40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,15.60,62.4194,4
Regular,FDB29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05262518,16.70,113.4176,4
Regular,FDB41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09770954,19.00,48.6718,4
Regular,FDR56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10117632,15.50,198.9768,4
Regular,FDJ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10572500,15.60,169.9764,4
Regular,DRD01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06142474,12.10,56.7614,4
Regular,FDA55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05722118,17.20,225.4088,4
Regular,FDS46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04725733,17.60,119.6782,4
Low Fat,NCF19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03530732,13.00,47.5034,4
Low Fat,NCK19,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.15142093,9.80,194.3478,4
Regular,FDS15,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07850214,9.20,108.7596,4
Regular,FDY34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01102659,10.50,166.4842,4
Low Fat,FDR02,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02204731,16.70,110.2886,4
Low Fat,FDS48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02777925,15.15,150.1708,4
Regular,FDY56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06250844,16.35,227.1062,4
Low Fat,FDE24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09344495,14.85,141.0812,4
Regular,FDQ45,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01090797,9.50,182.3608,4
Low Fat,NCP42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01620185,8.51,195.2478,4
Low Fat,FDO13,Breakfast,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06100886,7.87,166.0526,4
Low Fat,DRD49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16779933,9.90,239.4564,4
Low Fat,FDT08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04929502,13.65,150.5050,4
Low Fat,FDL46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.05436270,20.35,117.9466,4
Low Fat,NCQ05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03616416,11.40,150.1708,4
Regular,FDW46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07058804,13.00,65.9484,4
Regular,FDR19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.15958776,13.50,145.3102,4
Low Fat,FDE45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04035732,12.10,177.8002,4
Low Fat,NCO17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00000000,10.00,120.6440,4
Low Fat,FDM21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06446415,20.20,255.7646,4
Low Fat,FDV24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,5.64,148.7050,4
Low Fat,FDG60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06079410,20.35,233.6616,4
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06115460,7.87,165.3526,4
Low Fat,FDO50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07829027,16.25,93.1804,4
Low Fat,FDS26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08960832,20.35,262.1594,4
Low Fat,FDY13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03012171,12.10,78.0670,4
Regular,FDU49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03081940,19.50,86.0540,4
Regular,FDX27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11458196,20.70,94.3436,4
Low Fat,FDU25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02683218,12.35,57.3246,4
